idx,u
174,.000916215924
175,.000795301970
176,.000658286044
177,.000507316288
178,.000345051577
179,.000174689531
180,.000000000000
181,.000000000000
182,.000052099595
183,.000109537640
184,.000174938775
185,.000249152360
186,.000331832428
187,.000421788776
188,.000517234509
189,.000615972767
190,.000715543232
191,.000813340168
192,.000906709349
193,.000993028870
194,.001069777332
195,.001134591937
196,.001185318386
197,.001220054049
198,.001237185546
199,.001235421711
200,.001213822775
201,.001171826535
202,.001109272278
203,.001026423256
204,.000923988558
205,.000803145316
206,.000665562300
207,.000513426066
208,.000349470983
209,.000177014602
210,.000000000000
211,.000000000000
212,.000035275564
213,.000076350778
214,.000126147657
215,.000185715117
216,.000254848145
217,.000332460817
218,.000416847237
219,.000505876453
220,.000597143641
221,.000688090410
222,.000776102344
223,.000858589300
224,.000933052359
225,.000997140280
226,.001048697609
227,.001085806084
228,.001106820659
229,.001110401236
230,.001095541057
231,.001061592651
232,.001008292167
233,.000935783030
234,.000844639831
235,.000735893525
236,.000611059090
237,.000472166957
238,.000321799663
239,.000163135365
240,.000000000000
241,.000000000000
242,.000008279736
243,.000022633544
244,.000046216352
245,.000080296029
246,.000124887344
247,.000179131339
248,.000241557893
249,.000310279112
250,.000383136915
251,.000457818340
252,.000531947228
253,.000603158229
254,.000669157329
255,.000727772039
256,.000776993570
257,.000815012828
258,.000840251697
259,.000851390795
260,.000847394782
261,.000827536183
262,.000791418674
263,.000739000806
264,.000670621215
265,.000587026431
266,.000489402568
267,.000379412289
268,.000259238617
269,.000131637350
270,.000000000000
271,.000000000000
272,-.000029239757
273,-.000052336767
274,-.000065976587
275,-.000068655169
276,-.000060056642
277,-.000040684405
278,-.000011609739
279,.000025709642
280,.000069564662
281,.000118097404
282,.000169380063
283,.000221476504
284,.000272490897
285,.000320606735
286,.000364118730
287,.000401459581
288,.000431223153
289,.000452185399
290,.000463324153
291,.000463838849
292,.000453171175
293,.000431027710
294,.000397405634
295,.000352622717
296,.000297352914
297,.000232669046
298,.000160094214
299,.000081663787
300,.000000000000
301,.000000000000
302,-.000077232911
303,-.000148476129
304,-.000210337781
305,-.000261064298
306,-.000299957977
307,-.000327036402
308,-.000342805665
309,-.000348101849
310,-.000343977784
311,-.000331621404
312,-.000312296651
313,-.000287300674
314,-.000257932709
315,-.000225471225
316,-.000191156711
317,-.000156178040
318,-.000121660761
319,-.000088655934
320,-.000058128302
321,-.000030942713
322,-.000007847706
323,.000010544792
324,.000023784817
325,.000031615998
326,.000034014833
327,.000031239139
328,.000023887373
329,.000012970714
330,.000000000000
331,.000000000000
332,-.000135220907
333,-.000264839566
334,-.000385477097
335,-.000495122644
336,-.000592619817
337,-.000677372883
338,-.000749158505
339,-.000808001400
340,-.000854092432
341,-.000887736012
342,-.000909318036
343,-.000919288124
344,-.000918151589
345,-.000906467648
346,-.000884851239
347,-.000853976302
348,-.000814578852
349,-.000767458408
350,-.000713476544
351,-.000653551436
352,-.000588647323
353,-.000519757783
354,-.000447881681
355,-.000373990528
356,-.000298985883
357,-.000223645252
358,-.000148554771
359,-.000074026755
360,.000000000000
361,.000000000000
362,-.000202276744
363,-.000399582115
364,-.000588648417
365,-.000767206985
366,-.000933573061
367,-.001086417485
368,-.001224630968
369,-.001347245229
370,-.001453391826
371,-.001542286670
372,-.001613231940
373,-.001665629444
374,-.001699000962
375,-.001713012202
376,-.001707497697
377,-.001682484577
378,-.001638213503
379,-.001575155341
380,-.001494022356
381,-.001395772782
382,-.001281607705
383,-.001152959187
384,-.001011468482
385,-.000858953125
386,-.000697361540
387,-.000528713628
388,-.000355025644
389,-.000178217447
390,.000000000000
391,.000000000000
392,-.000277014036
393,-.000549936046
394,-.000815714684
395,-.001071831719
396,-.001316014807
397,-.001546093317
398,-.001759929002
399,-.001955393641
400,-.002130377729
401,-.002282819752
402,-.002410748604
403,-.002512333655
404,-.002585938335
405,-.002630173989
406,-.002643951514
407,-.002626528764
408,-.002577552073
409,-.002497090534
410,-.002385661828
411,-.002244248537
412,-.002074303894
413,-.001877745952
414,-.001656939087
415,-.001414661677
416,-.001154058623
417,-.000878577263
418,-.000591884994
419,-.000297766715
420,.000000000000
421,.000000000000
422,-.000357584402
423,-.000712205236
424,-.001061138540
425,-.001401634806
426,-.001730788488
427,-.002045496147
428,-.002342466930
429,-.002618267222
430,-.002869387693
431,-.003092324329
432,-.003283667165
433,-.003440191960
434,-.003558951121
435,-.003637361001
436,-.003673283263
437,-.003665098501
438,-.003611770574
439,-.003512900398
440,-.003368768079
441,-.003180362394
442,-.002949396670
443,-.002678310126
444,-.002370253692
445,-.002029059233
446,-.001659190952
447,-.001265677580
448,-.000854023739
449,-.000430098636
450,.000000000000
451,.000000000000
452,-.000441683916
453,-.000881777619
454,-.001317999849
455,-.001747399064
456,-.002166407380
457,-.002570918442
458,-.002956390338
459,-.003317966962
460,-.003650611008
461,-.003949242781
462,-.004208880081
463,-.004424775380
464,-.004592547262
465,-.004708303763
466,-.004768755652
467,-.004771318084
468,-.004714199316
469,-.004596475357
470,-.004418149601
471,-.004180196551
472,-.003884588841
473,-.003534306739
474,-.003133329293
475,-.002686606193
476,-.002200009252
477,-.001680262235
478,-.001134847493
479,-.000571887613
480,.000000000000
481,.000000000000
482,-.000526569131
483,-.001053156608
484,-.001578041296
485,-.002098110197
486,-.002609122932
487,-.003105925626
488,-.003582657838
489,-.004032959165
490,-.004450174549
491,-.004827555612
492,-.005158455205
493,-.005436512697
494,-.005655827891
495,-.005811121875
496,-.005897883348
497,-.005912499229
498,-.005852368484
499,-.005715998313
500,-.005503081890
501,-.005214556965
502,-.004852644718
503,-.004420868215
504,-.003924049860
505,-.003368287082
506,-.002760905371
507,-.002110387546
508,-.001426277817
509,-.000719058887
510,.000000000000
511,.000000000000
512,-.000609083146
513,-.001220012401
514,-.001831743278
515,-.002441052909
516,-.003043039196
517,-.003631485624
518,-.004199182395
519,-.004738225307
520,-.005240298118
521,-.005696939472
522,-.006099793975
523,-.006440846587
524,-.006712639474
525,-.006908470457
526,-.007022572293
527,-.007050272022
528,-.006988129732
529,-.006834056103
530,-.006587408206
531,-.006249063073
532,-.005821468663
533,-.005308671830
534,-.004716322946
535,-.004051656691
536,-.003323448407
537,-.002541945079
538,-.001718769684
539,-.000866797188
540,.000000000000
541,.000000000000
542,-.000685692401
543,-.001375254438
544,-.002068429711
545,-.002761946760
546,-.003450274782
547,-.004126152607
548,-.004781032495
549,-.005405476391
550,-.005989518014
551,-.006522996322
552,-.006995862877
553,-.007398464408
554,-.007721801229
555,-.007957761782
556,-.008099333317
557,-.008140788545
558,-.008077848032
559,-.007907818026
560,-.007629703473
561,-.007244296020
562,-.006754236900
563,-.006164054631
564,-.005480177525
565,-.004710920904
566,-.003866448757
567,-.002958709245
568,-.002001342984
569,-.001009562422
570,.000000000000
571,.000000000000
572,-.000752535189
573,-.001511126729
574,-.002276406862
575,-.003045123916
576,-.003811174104
577,-.004566305996
578,-.005300693237
579,-.006003430784
580,-.006662976729
581,-.007267550555
582,-.007805494018
583,-.008265598602
584,-.008637402055
585,-.008911455654
586,-.009079563138
587,-.009134991825
588,-.009072656139
589,-.008889273609
590,-.008583493412
591,-.008155997555
592,-.007609574917
593,-.006949168494
594,-.006181896262
595,-.005317046072
596,-.004366044820
597,-.003342401753
598,-.002261625165
599,-.001141110884
600,.000000000000
601,.000000000000
602,-.000805483294
603,-.001619328598
604,-.002443138355
605,-.003273751868
606,-.004104570373
607,-.004926446109
608,-.005728387384
609,-.006498154101
610,-.007222775833
611,-.007889009767
612,-.008483749251
613,-.008994390103
614,-.009409159453
615,-.009717410325
616,-.009909883924
617,-.009978940882
618,-.009918762137
619,-.009725519918
620,-.009397519179
621,-.008935309927
622,-.008341771024
623,-.007622166263
624,-.006784173690
625,-.005837889253
626,-.004795805746
627,-.003672767598
628,-.002485901307
629,-.001254520103
630,.000000000000
631,.000000000000
632,-.000840219057
633,-.001691164921
634,-.002555461284
635,-.003430105902
636,-.004308104058
637,-.005179548517
638,-.006032456498
639,-.006853459249
640,-.007628388303
641,-.008342783775
642,-.008982341026
643,-.009533306679
644,-.009982831367
645,-.010319284036
646,-.010532530884
647,-.010614180839
648,-.010557798716
649,-.010359086854
650,-.010016035861
651,-.009529045214
652,-.008901014696
653,-.008137407963
654,-.007246289911
655,-.006238339762
656,-.005126841867
657,-.003927655856
658,-.002659166854
659,-.001342214838
660,.000000000000
661,.000000000000
662,-.000852331647
663,-.001717732430
664,-.002599851251
665,-.003495898767
666,-.004398602547
667,-.005297480326
668,-.006179802575
669,-.007031364374
670,-.007837125637
671,-.008581755144
672,-.009250101514
673,-.009827606410
674,-.010300670046
675,-.010656975448
676,-.010885775503
677,-.010978145264
678,-.010927201012
679,-.010728287102
680,-.010379131467
681,-.009879970766
682,-.009233646555
683,-.008445674274
684,-.007524287520
685,-.006480460581
686,-.005327912629
687,-.004083096865
688,-.002765176969
689,-.001395991060
690,.000000000000
691,.000000000000
692,-.000837438853
693,-.001690152860
694,-.002562748735
695,-.003452678750
696,-.004352529205
697,-.005251482745
698,-.006136390697
699,-.006992605803
700,-.007804653965
701,-.008556793134
702,-.009233490106
703,-.009819834937
704,-.010301905455
705,-.010667089611
706,-.010904370420
707,-.011004576254
708,-.010960598221
709,-.010767575736
710,-.010423051300
711,-.009927095660
712,-.009282404992
713,-.008494372452
714,-.007571137300
715,-.006523615843
716,-.005365519415
717,-.004113365134
718,-.002786484671
719,-.001407033742
720,.000000000000
721,.000000000000
722,-.000791345461
723,-.001599871434
724,-.002430967201
725,-.003282313766
726,-.004146513879
727,-.005012725835
728,-.005867813091
729,-.006697201905
730,-.007485551725
731,-.008217301122
732,-.008877127418
733,-.009450343210
734,-.009923243854
735,-.010283414298
736,-.010520000187
737,-.010623946105
738,-.010588202579
739,-.010407902964
740,-.010080511196
741,-.009605941645
742,-.008986652899
743,-.008227718160
744,-.007336876160
745,-.006324568069
746,-.005203967707
747,-.003991014223
748,-.002704457272
749,-.001365922727
750,.000000000000
751,.000000000000
752,-.000710258655
753,-.001439053165
754,-.002192216287
755,-.002967587387
756,-.003757980474
757,-.004552941640
758,-.005339913621
759,-.006105061898
760,-.006833899407
761,-.007511785538
762,-.008124342110
763,-.008657810728
764,-.009099365624
765,-.009437390048
766,-.009661720751
767,-.009763863065
768,-.009737177994
769,-.009577042201
770,-.009280981733
771,-.008848780672
772,-.008282566486
773,-.007586874898
774,-.006768698550
775,-.005837525833
776,-.004805379075
777,-.003686865213
778,-.002499256261
779,-.001262618269
780,.000000000000
781,.000000000000
782,-.000591101381
783,-.001201137827
784,-.001835795461
785,-.002492943518
786,-.003165889241
787,-.003845139846
788,-.004519468390
789,-.005176630089
790,-.005803888710
791,-.006388431622
792,-.006917714430
793,-.007379757214
794,-.007763404492
795,-.008058555592
796,-.008256368958
797,-.008349442281
798,-.008331969405
799,-.008199874582
800,-.007950924690
801,-.007584820344
802,-.007103267465
803,-.006510031889
804,-.005810981146
805,-.005014119839
806,-.004129628725
807,-.003169923438
808,-.002149758189
809,-.001086412644
810,.000000000000
811,.000000000000
812,-.000432016144
813,-.000881674061
814,-.001353548216
815,-.001845422245
816,-.002351606609
817,-.002864403181
818,-.003374911911
819,-.003873551191
820,-.004350434753
821,-.004795668516
822,-.005199598253
823,-.005553023921
824,-.005847388982
825,-.006074949083
826,-.006228922315
827,-.006303622076
828,-.006294573012
829,-.006198610254
830,-.006013962296
831,-.005740318077
832,-.005378879421
833,-.004932400818
834,-.004405219810
835,-.003803283371
836,-.003134179175
837,-.002407187097
838,-.001633378968
839,-.000825822510
840,.000000000000
841,.000000000000
842,-.000233305656
843,-.000479704797
844,-.000741183618
845,-.001015813622
846,-.001299897387
847,-.001588746034
848,-.001877088860
849,-.002159336001
850,-.002429770699
851,-.002682703186
852,-.002912601117
853,-.003114203990
854,-.003282625299
855,-.003413444275
856,-.003502788064
857,-.003547404678
858,-.003544726761
859,-.003492926188
860,-.003390959564
861,-.003238604867
862,-.003036489796
863,-.002786112906
864,-.002489859327
865,-.002151014140
866,-.001773778743
867,-.001363299783
868,-.000925729902
869,-.000468364906
870,.000000000000
871,.000000000000
872,.000000000000
873,.000000000000
874,.000000000000
875,.000000000000
876,.000000000000
877,.000000000000
878,.000000000000
879,.000000000000
880,.000000000000
881,.000000000000
882,.000000000000
883,.000000000000
884,.000000000000
885,.000000000000
886,.000000000000
887,.000000000000
888,.000000000000
889,.000000000000
890,.000000000000
891,.000000000000
892,.000000000000
893,.000000000000
894,.000000000000
895,.000000000000
896,.000000000000
897,.000000000000
898,.000000000000
899,.000000000000
900,.000000000000
